PORT,I_COMMODITY,GEN_VAL_YR,I_COMMODITY_SDESC,COMM_LVL,time
0212,96,2385155.0,MISCELLANEOUS MANUFACTURED ARTICLES,HS2,2013-12
0212,87,62386951.0,"VEHICLES, EXCEPT RAILWAY OR TRAMWAY, AND PARTS ETC",HS2,2013-12
0212,92,156683.0,MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES THEREOF,HS2,2013-12
0212,93,30464703.0,ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF,HS2,2013-12
0401,02,432919.0,MEAT AND EDIBLE MEAT OFFAL,HS2,2013-12
0401,03,446909192.0,"FISH, CRUSTACEANS & AQUATIC INVERTEBRATES",HS2,2013-12
0401,04,978152.0,DAIRY PRODS; BIRDS EGGS; HONEY; ED ANIMAL PR NESOI,HS2,2013-12
0401,05,6057852.0,"PRODUCTS OF ANIMAL ORIGIN, NESOI",HS2,2013-12
0401,06,159372.0,"LIVE TREES, PLANTS, BULBS ETC.; CUT FLOWERS ETC.",HS2,2013-12
0401,07,797170.0,EDIBLE VEGETABLES & CERTAIN ROOTS & TUBERS,HS2,2013-12
0401,08,689142.0,EDIBLE FRUIT & NUTS; CITRUS FRUIT OR MELON PEEL,HS2,2013-12
0401,09,1461913.0,"COFFEE, TEA, MATE & SPICES",HS2,2013-12
0401,12,2708112.0,"OIL SEEDS ETC.; MISC GRAIN, SEED, FRUIT, PLANT ETC",HS2,2013-12
0401,10,1559674.0,CEREALS,HS2,2013-12
0401,11,3385450.0,MILLING PRODUCTS; MALT; STARCH; INULIN; WHT GLUTEN,HS2,2013-12
0401,13,6179851.0,"LAC; GUMS, RESINS & OTHER VEGETABLE SAP & EXTRACT",HS2,2013-12
0401,14,96561.0,VEGETABLE PLAITING MATERIALS & PRODUCTS NESOI,HS2,2013-12
0401,15,104063877.0,"ANIMAL OR VEGETABLE FATS, OILS ETC. & WAXES",HS2,2013-12
0401,16,35127981.0,"EDIBLE PREPARATIONS OF MEAT, FISH, CRUSTACEANS ETC",HS2,2013-12
0401,18,29414819.0,COCOA AND COCOA PREPARATIONS,HS2,2013-12
0401,17,3270678.0,SUGARS AND SUGAR CONFECTIONARY,HS2,2013-12
0401,19,8388572.0,"PREP CEREAL, FLOUR, STARCH OR MILK; BAKERS WARES",HS2,2013-12
0401,20,18316802.0,"PREP VEGETABLES, FRUIT, NUTS OR OTHER PLANT PARTS",HS2,2013-12
0401,21,9757721.0,MISCELLANEOUS EDIBLE PREPARATIONS,HS2,2013-12
0401,23,9032997.0,FOOD INDUSTRY RESIDUES & WASTE; PREP ANIMAL FEED,HS2,2013-12
0401,24,212595.0,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES,HS2,2013-12
0401,22,468173422.0,"BEVERAGES, SPIRITS AND VINEGAR",HS2,2013-12
0401,26,702569.0,"ORES, SLAG AND ASH",HS2,2013-12
0401,25,20126576.0,SALT; SULFUR; EARTH & STONE; LIME & CEMENT PLASTER,HS2,2013-12
0401,27,5638711193.0,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",HS2,2013-12
0401,28,15520825.0,INORG CHEM; PREC & RARE-EARTH MET & RADIOACT,HS2,2013-12
0401,29,22758612.0,ORGANIC CHEMICALS,HS2,2013-12
0401,50,405230.0,"SILK, INCLUDING YARNS AND WOVEN FABRIC THEREOF",HS2,2013-12
0401,45,556538.0,CORK AND ARTICLES OF CORK,HS2,2013-12
0401,51,6512608.0,"WOOL & ANIMAL HAIR, INCLUDING YARN & WOVEN FABRIC",HS2,2013-12
0401,46,2022189.0,"MFR OF STRAW, ESPARTO ETC.; BASKETWARE & WICKERWRK",HS2,2013-12
0401,47,33480.0,WOOD PULP ETC; RECOVD (WASTE & SCRAP) PPR & PPRBD,HS2,2013-12
0401,48,46978769.0,PAPER & PAPERBOARD & ARTICLES (INC PAPR PULP ARTL),HS2,2013-12
0401,52,4377504.0,"COTTON, INCLUDING YARN AND WOVEN FABRIC THEREOF",HS2,2013-12
0401,53,2259842.0,VEG TEXT FIB NESOI; VEG FIB & PAPER YNS & WOV FAB,HS2,2013-12
0401,54,27565024.0,"MANMADE FILAMENTS, INCLUDING YARNS & WOVEN FABRICS",HS2,2013-12
0401,44,45016087.0,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL,HS2,2013-12
0401,49,12108648.0,"PRINTED BOOKS, NEWSPAPERS ETC; MANUSCRIPTS ETC",HS2,2013-12
0401,39,167715076.0,PLASTICS AND ARTICLES THEREOF,HS2,2013-12
0401,41,2693942.0,RAW HIDES AND SKINS (NO FURSKINS) AND LEATHER,HS2,2013-12
0401,33,10279408.0,"ESSENTIAL OILS ETC; PERFUMERY, COSMETIC ETC PREPS",HS2,2013-12
0401,34,7298235.0,"SOAP ETC; WAXES, POLISH ETC;",HS2,2013-12
0401,35,11556490.0,ALBUMINOIDAL SUBST; MODIFIED STARCH; GLUE; ENZYMES,HS2,2013-12
0401,42,50656027.0,LEATHER ART; SADDLERY ETC; HANDBAGS ETC; GUT,HS2,2013-12
0401,36,301249.0,EXPLOSIVES; PYROTECHNICS; MATCHES; PYRO ALLOYS ETC,HS2,2013-12
0401,37,470049.0,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS,HS2,2013-12
0401,30,12817050.0,PHARMACEUTICAL PRODUCTS,HS2,2013-12
0401,38,27586879.0,MISCELLANEOUS CHEMICAL PRODUCTS,HS2,2013-12
0401,40,64987148.0,RUBBER AND ARTICLES THEREOF,HS2,2013-12
0401,31,351506.0,FERTILIZERS,HS2,2013-12
0401,32,40114929.0,"TANNING & DYE EXT ETC; DYE, PA",HS2,2013-12
0401,63,59360447.0,TEXTILE ART NESOI; NEEDLECRAFT SETS; WORN TEXT ART,HS2,2013-12
0401,65,31765570.0,HEADGEAR AND PARTS THEREOF,HS2,2013-12
0401,68,56752943.0,"ART OF STONE, PLASTER, CEMENT, ASBESTOS, MICA ETC.",HS2,2013-12
0401,64,127750598.0,"FOOTWEAR, GAITERS ETC. AND PARTS THEREOF",HS2,2013-12
0401,69,18273513.0,CERAMIC PRODUCTS,HS2,2013-12
0401,66,2805786.0,"UMBRELLAS, WALKING-STICKS, RIDING-CROPS ETC, PARTS",HS2,2013-12
0401,67,2572186.0,"PREP FEATHERS, DOWN ETC; ARTIF FLOWERS; H HAIR ART",HS2,2013-12
0401,55,9260814.0,"MANMADE STAPLE FIBERS, INCL YARNS & WOVEN FABRICS",HS2,2013-12
0401,57,6043015.0,CARPETS AND OTHER TEXTILE FLOOR COVERINGS,HS2,2013-12
0401,58,2926815.0,SPEC WOV FABRICS; TUFTED FAB; LACE; TAPESTRIES ETC,HS2,2013-12
0401,59,12533081.0,IMPREGNATED ETC TEXT FABRICS; TEX ART FOR INDUSTRY,HS2,2013-12
0401,62,20704143.0,"APPAREL ARTICLES AND ACCESSORIES, NOT KNIT ETC.",HS2,2013-12
0401,60,485517.0,KNITTED OR CROCHETED FABRICS,HS2,2013-12
0401,56,18981083.0,"WADDING, FELT ETC; SP YARN; TWINE, ROPES ETC.",HS2,2013-12
0401,61,23004331.0,"APPAREL ARTICLES AND ACCESSORIES, KNIT OR CROCHET",HS2,2013-12
0401,83,27452034.0,MISCELLANEOUS ARTICLES OF BASE METAL,HS2,2013-12
0401,85,278718012.0,ELECTRIC MACHINERY ETC; SOUND,HS2,2013-12
0401,84,511861422.0,"NUCLEAR REACTORS, BOILERS, MACHINERY ETC.; PARTS",HS2,2013-12
0401,78,365215.0,LEAD AND ARTICLES THEREOF,HS2,2013-12
0401,79,505265.0,ZINC AND ARTICLES THEREOF,HS2,2013-12
0401,80,527674.0,TIN AND ARTICLES THEREOF,HS2,2013-12
0401,71,22716488.0,"NAT ETC PEARLS, PREC ETC STON",HS2,2013-12
0401,81,8531928.0,BASE METALS NESOI; CERMETS; ARTICLES THEREOF,HS2,2013-12
0401,82,17043929.0,"TOOLS, CUTLERY ETC. OF BASE METAL & PARTS THEREOF",HS2,2013-12
0401,72,11367563.0,IRON AND STEEL,HS2,2013-12
0401,73,75358209.0,ARTICLES OF IRON OR STEEL,HS2,2013-12
0401,74,32047666.0,COPPER AND ARTICLES THEREOF,HS2,2013-12
0401,70,33778796.0,GLASS AND GLASSWARE,HS2,2013-12
0401,75,34377510.0,NICKEL AND ARTICLES THEREOF,HS2,2013-12
0401,76,29894710.0,ALUMINUM AND ARTICLES THEREOF,HS2,2013-12
0401,97,3180957.0,"WORKS OF ART, COLLECTORS' PIECES AND ANTIQUES",HS2,2013-12
0401,98,23185678.0,"SPECIAL CLASSIFICATION PROVISIONS, NESOI",HS2,2013-12
0401,94,163147130.0,FURNITURE; BEDDING ETC; LAMPS NESOI ETC,HS2,2013-12
0401,88,355738.0,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF",HS2,2013-12
0401,91,1453367.0,CLOCKS AND WATCHES AND PARTS THEREOF,HS2,2013-12
0401,89,1687533.0,"SHIPS, BOATS AND FLOATING STRUCTURES",HS2,2013-12
0401,95,102141111.0,"TOYS, GAMES & SPORT EQUIPMENT; PARTS & ACCESSORIES",HS2,2013-12
0401,86,435102.0,RAILWAY OR TRAMWAY STOCK ETC,HS2,2013-12
0401,90,95048621.0,"OPTIC, PHOTO ETC, MEDIC OR S",HS2,2013-12
0401,96,24368147.0,MISCELLANEOUS MANUFACTURED ARTICLES,HS2,2013-12
0401,87,654639891.0,"VEHICLES, EXCEPT RAILWAY OR TRAMWAY, AND PARTS ETC",HS2,2013-12
0401,92,2961885.0,MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES THEREOF,HS2,2013-12
0401,93,11625491.0,ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF,HS2,2013-12
0402,21,14325.0,MISCELLANEOUS EDIBLE PREPARATIONS,HS2,2013-12
0402,39,830.0,PLASTICS AND ARTICLES THEREOF,HS2,2013-12
0402,35,9698.0,ALBUMINOIDAL SUBST; MODIFIED STARCH; GLUE; ENZYMES,HS2,2013-12
0402,59,4372.0,IMPREGNATED ETC TEXT FABRICS; TEX ART FOR INDUSTRY,HS2,2013-12
0402,62,9300.0,"APPAREL ARTICLES AND ACCESSORIES, NOT KNIT ETC.",HS2,2013-12
0402,61,1454.0,"APPAREL ARTICLES AND ACCESSORIES, KNIT OR CROCHET",HS2,2013-12
0402,85,88158.0,ELECTRIC MACHINERY ETC; SOUND,HS2,2013-12
0402,84,4229.0,"NUCLEAR REACTORS, BOILERS, MACHINERY ETC.; PARTS",HS2,2013-12
0402,76,2376.0,ALUMINUM AND ARTICLES THEREOF,HS2,2013-12
0402,98,97919.0,"SPECIAL CLASSIFICATION PROVISIONS, NESOI",HS2,2013-12
0402,95,0.0,"TOYS, GAMES & SPORT EQUIPMENT; PARTS & ACCESSORIES",HS2,2013-12
0403,39,121287.0,PLASTICS AND ARTICLES THEREOF,HS2,2013-12
0403,33,2929.0,"ESSENTIAL OILS ETC; PERFUMERY, COSMETIC ETC PREPS",HS2,2013-12
0403,30,2790719.0,PHARMACEUTICAL PRODUCTS,HS2,2013-12
0403,40,5700.0,RUBBER AND ARTICLES THEREOF,HS2,2013-12
0403,84,42774.0,"NUCLEAR REACTORS, BOILERS, MACHINERY ETC.; PARTS",HS2,2013-12
0403,72,6102.0,IRON AND STEEL,HS2,2013-12
0403,70,28232.0,GLASS AND GLASSWARE,HS2,2013-12
0403,76,7773.0,ALUMINUM AND ARTICLES THEREOF,HS2,2013-12
0403,98,229048.0,"SPECIAL CLASSIFICATION PROVISIONS, NESOI",HS2,2013-12
0403,94,2655.0,FURNITURE; BEDDING ETC; LAMPS NESOI ETC,HS2,2013-12
0403,90,3000.0,"OPTIC, PHOTO ETC, MEDIC OR S",HS2,2013-12
0403,87,9000.0,"VEHICLES, EXCEPT RAILWAY OR TRAMWAY, AND PARTS ETC",HS2,2013-12
0404,22,134701.0,"BEVERAGES, SPIRITS AND VINEGAR",HS2,2013-12
0404,83,69610.0,MISCELLANEOUS ARTICLES OF BASE METAL,HS2,2013-12
0404,71,17834.0,"NAT ETC PEARLS, PREC ETC STON",HS2,2013-12
0404,82,49476.0,"TOOLS, CUTLERY ETC. OF BASE METAL & PARTS THEREOF",HS2,2013-12
0404,74,17250.0,COPPER AND ARTICLES THEREOF,HS2,2013-12
0404,98,144980.0,"SPECIAL CLASSIFICATION PROVISIONS, NESOI",HS2,2013-12
0404,90,126870.0,"OPTIC, PHOTO ETC, MEDIC OR S",HS2,2013-12
0405,04,34845.0,DAIRY PRODS; BIRDS EGGS; HONEY; ED ANIMAL PR NESOI,HS2,2013-12
0405,11,17846.0,MILLING PRODUCTS; MALT; STARCH; INULIN; WHT GLUTEN,HS2,2013-12
0405,16,150383.0,"EDIBLE PREPARATIONS OF MEAT, FISH, CRUSTACEANS ETC",HS2,2013-12
0405,19,151475.0,"PREP CEREAL, FLOUR, STARCH OR MILK; BAKERS WARES",HS2,2013-12
0405,21,2300.0,MISCELLANEOUS EDIBLE PREPARATIONS,HS2,2013-12
0405,43,0.0,FURSKINS AND ARTIFICIAL FUR; MANUFACTURES THEREOF,HS2,2013-12
0405,64,0.0,"FOOTWEAR, GAITERS ETC. AND PARTS THEREOF",HS2,2013-12
0405,62,0.0,"APPAREL ARTICLES AND ACCESSORIES, NOT KNIT ETC.",HS2,2013-12
0405,61,0.0,"APPAREL ARTICLES AND ACCESSORIES, KNIT OR CROCHET",HS2,2013-12
0405,84,38081.0,"NUCLEAR REACTORS, BOILERS, MACHINERY ETC.; PARTS",HS2,2013-12
0405,89,3045614.0,"SHIPS, BOATS AND FLOATING STRUCTURES",HS2,2013-12
0407,22,297296.0,"BEVERAGES, SPIRITS AND VINEGAR",HS2,2013-12
0407,27,35620408.0,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",HS2,2013-12
0407,28,2806093.0,INORG CHEM; PREC & RARE-EARTH MET & RADIOACT,HS2,2013-12
0407,48,20723.0,PAPER & PAPERBOARD & ARTICLES (INC PAPR PULP ARTL),HS2,2013-12
0407,39,18314.0,PLASTICS AND ARTICLES THEREOF,HS2,2013-12
0407,33,957299.0,"ESSENTIAL OILS ETC; PERFUMERY, COSMETIC ETC PREPS",HS2,2013-12
0407,63,21693.0,TEXTILE ART NESOI; NEEDLECRAFT SETS; WORN TEXT ART,HS2,2013-12
0407,68,18954.0,"ART OF STONE, PLASTER, CEMENT, ASBESTOS, MICA ETC.",HS2,2013-12
0407,84,23087.0,"NUCLEAR REACTORS, BOILERS, MACHINERY ETC.; PARTS",HS2,2013-12
0407,97,144704.0,"WORKS OF ART, COLLECTORS' PIECES AND ANTIQUES",HS2,2013-12
0407,98,18853.0,"SPECIAL CLASSIFICATION PROVISIONS, NESOI",HS2,2013-12
0407,94,28815.0,FURNITURE; BEDDING ETC; LAMPS NESOI ETC,HS2,2013-12
0407,89,5000.0,"SHIPS, BOATS AND FLOATING STRUCTURES",HS2,2013-12
0408,27,15489658.0,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",HS2,2013-12
0408,28,35663489.0,INORG CHEM; PREC & RARE-EARTH MET & RADIOACT,HS2,2013-12
0408,29,17500.0,ORGANIC CHEMICALS,HS2,2013-12
0408,46,9836.0,"MFR OF STRAW, ESPARTO ETC.; BASKETWARE & WICKERWRK",HS2,2013-12
0408,54,11514.0,"MANMADE FILAMENTS, INCLUDING YARNS & WOVEN FABRICS",HS2,2013-12
0408,49,2735.0,"PRINTED BOOKS, NEWSPAPERS ETC; MANUSCRIPTS ETC",HS2,2013-12
0408,39,14256.0,PLASTICS AND ARTICLES THEREOF,HS2,2013-12
0408,64,115974.0,"FOOTWEAR, GAITERS ETC. AND PARTS THEREOF",HS2,2013-12
0408,57,17670.0,CARPETS AND OTHER TEXTILE FLOOR COVERINGS,HS2,2013-12
0408,83,2235.0,MISCELLANEOUS ARTICLES OF BASE METAL,HS2,2013-12
0408,85,1192970.0,ELECTRIC MACHINERY ETC; SOUND,HS2,2013-12
0408,84,1683478.0,"NUCLEAR REACTORS, BOILERS, MACHINERY ETC.; PARTS",HS2,2013-12
0408,71,111026.0,"NAT ETC PEARLS, PREC ETC STON",HS2,2013-12
0408,73,4347.0,ARTICLES OF IRON OR STEEL,HS2,2013-12
0408,74,8998.0,COPPER AND ARTICLES THEREOF,HS2,2013-12
0408,76,72984.0,ALUMINUM AND ARTICLES THEREOF,HS2,2013-12
0408,98,91906.0,"SPECIAL CLASSIFICATION PROVISIONS, NESOI",HS2,2013-12
0408,89,1046560.0,"SHIPS, BOATS AND FLOATING STRUCTURES",HS2,2013-12
0408,90,351851.0,"OPTIC, PHOTO ETC, MEDIC OR S",HS2,2013-12
0408,96,8208.0,MISCELLANEOUS MANUFACTURED ARTICLES,HS2,2013-12
0410,22,112821.0,"BEVERAGES, SPIRITS AND VINEGAR",HS2,2013-12
0410,27,12025777.0,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",HS2,2013-12
0410,62,3162.0,"APPAREL ARTICLES AND ACCESSORIES, NOT KNIT ETC.",HS2,2013-12
0410,84,67572.0,"NUCLEAR REACTORS, BOILERS, MACHINERY ETC.; PARTS",HS2,2013-12
0410,98,66919.0,"SPECIAL CLASSIFICATION PROVISIONS, NESOI",HS2,2013-12
0410,88,14500000.0,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF",HS2,2013-12
0411,48,13377.0,PAPER & PAPERBOARD & ARTICLES (INC PAPR PULP ARTL),HS2,2013-12
0411,42,16936.0,LEATHER ART; SADDLERY ETC; HANDBAGS ETC; GUT,HS2,2013-12
0411,40,4648.0,RUBBER AND ARTICLES THEREOF,HS2,2013-12
0411,63,25866.0,TEXTILE ART NESOI; NEEDLECRAFT SETS; WORN TEXT ART,HS2,2013-12
0411,68,2836.0,"ART OF STONE, PLASTER, CEMENT, ASBESTOS, MICA ETC.",HS2,2013-12
0411,64,3640.0,"FOOTWEAR, GAITERS ETC. AND PARTS THEREOF",HS2,2013-12
0411,62,7977.0,"APPAREL ARTICLES AND ACCESSORIES, NOT KNIT ETC.",HS2,2013-12
0411,83,6000.0,MISCELLANEOUS ARTICLES OF BASE METAL,HS2,2013-12
0411,85,206277.0,ELECTRIC MACHINERY ETC; SOUND,HS2,2013-12
0411,84,4488598.0,"NUCLEAR REACTORS, BOILERS, MACHINERY ETC.; PARTS",HS2,2013-12
0411,71,14212.0,"NAT ETC PEARLS, PREC ETC STON",HS2,2013-12
0411,81,3880.0,BASE METALS NESOI; CERMETS; ARTICLES THEREOF,HS2,2013-12
0411,73,3492.0,ARTICLES OF IRON OR STEEL,HS2,2013-12
0411,74,2454.0,COPPER AND ARTICLES THEREOF,HS2,2013-12
0411,76,3840.0,ALUMINUM AND ARTICLES THEREOF,HS2,2013-12
0411,98,12006532.0,"SPECIAL CLASSIFICATION PROVISIONS, NESOI",HS2,2013-12
0411,88,233770355.0,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF",HS2,2013-12
0411,90,410903.0,"OPTIC, PHOTO ETC, MEDIC OR S",HS2,2013-12
0411,93,6545.0,ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF,HS2,2013-12
0412,22,7035543.0,"BEVERAGES, SPIRITS AND VINEGAR",HS2,2013-12
0412,25,6891033.0,SALT; SULFUR; EARTH & STONE; LIME & CEMENT PLASTER,HS2,2013-12
0412,27,1739716439.0,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",HS2,2013-12
0412,39,9966.0,PLASTICS AND ARTICLES THEREOF,HS2,2013-12
0412,33,23654.0,"ESSENTIAL OILS ETC; PERFUMERY, COSMETIC ETC PREPS",HS2,2013-12
0412,38,29720900.0,MISCELLANEOUS CHEMICAL PRODUCTS,HS2,2013-12
0412,62,29837.0,"APPAREL ARTICLES AND ACCESSORIES, NOT KNIT ETC.",HS2,2013-12
0412,83,2265.0,MISCELLANEOUS ARTICLES OF BASE METAL,HS2,2013-12
0412,85,2706.0,ELECTRIC MACHINERY ETC; SOUND,HS2,2013-12
0412,84,131113.0,"NUCLEAR REACTORS, BOILERS, MACHINERY ETC.; PARTS",HS2,2013-12
0412,82,2740.0,"TOOLS, CUTLERY ETC. OF BASE METAL & PARTS THEREOF",HS2,2013-12
0412,72,8975081.0,IRON AND STEEL,HS2,2013-12
0412,73,8278215.0,ARTICLES OF IRON OR STEEL,HS2,2013-12
0412,76,2050.0,ALUMINUM AND ARTICLES THEREOF,HS2,2013-12
0412,98,262932.0,"SPECIAL CLASSIFICATION PROVISIONS, NESOI",HS2,2013-12
0412,94,5497.0,FURNITURE; BEDDING ETC; LAMPS NESOI ETC,HS2,2013-12
0412,88,16493.0,"AIRCRAFT, SPACECRAFT, AND PARTS THEREOF",HS2,2013-12
0412,89,568535.0,"SHIPS, BOATS AND FLOATING STRUCTURES",HS2,2013-12
0412,90,9741.0,"OPTIC, PHOTO ETC, MEDIC OR S",HS2,2013-12
0413,44,12267.0,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL,HS2,2013-12
0413,63,10808.0,TEXTILE ART NESOI; NEEDLECRAFT SETS; WORN TEXT ART,HS2,2013-12
0413,84,13065495.0,"NUCLEAR REACTORS, BOILERS, MACHINERY ETC.; PARTS",HS2,2013-12
0413,72,68470308.0,IRON AND STEEL,HS2,2013-12
0413,73,19880901.0,ARTICLES OF IRON OR STEEL,HS2,2013-12
0413,89,645000.0,"SHIPS, BOATS AND FLOATING STRUCTURES",HS2,2013-12
0413,90,58228.0,"OPTIC, PHOTO ETC, MEDIC OR S",HS2,2013-12
0416,22,0.0,"BEVERAGES, SPIRITS AND VINEGAR",HS2,2013-12
0416,44,2500.0,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL,HS2,2013-12
0416,39,2657.0,PLASTICS AND ARTICLES THEREOF,HS2,2013-12
0416,30,827072.0,PHARMACEUTICAL PRODUCTS,HS2,2013-12
0416,38,3545.0,MISCELLANEOUS CHEMICAL PRODUCTS,HS2,2013-12
0416,85,63293.0,ELECTRIC MACHINERY ETC; SOUND,HS2,2013-12
0416,84,239379.0,"NUCLEAR REACTORS, BOILERS, MACHINERY ETC.; PARTS",HS2,2013-12
0416,82,38589.0,"TOOLS, CUTLERY ETC. OF BASE METAL & PARTS THEREOF",HS2,2013-12
0416,73,3555.0,ARTICLES OF IRON OR STEEL,HS2,2013-12
0416,76,3780.0,ALUMINUM AND ARTICLES THEREOF,HS2,2013-12
0416,98,133611.0,"SPECIAL CLASSIFICATION PROVISIONS, NESOI",HS2,2013-12
0416,94,3668.0,FURNITURE; BEDDING ETC; LAMPS NESOI ETC,HS2,2013-12
0417,01,462209.0,LIVE ANIMALS,HS2,2013-12
0417,03,79656423.0,"FISH, CRUSTACEANS & AQUATIC INVERTEBRATES",HS2,2013-12
0417,04,215991.0,DAIRY PRODS; BIRDS EGGS; HONEY; ED ANIMAL PR NESOI,HS2,2013-12
0417,05,222696.0,"PRODUCTS OF ANIMAL ORIGIN, NESOI",HS2,2013-12
0417,06,1651596.0,"LIVE TREES, PLANTS, BULBS ETC.; CUT FLOWERS ETC.",HS2,2013-12
0417,07,4406286.0,EDIBLE VEGETABLES & CERTAIN ROOTS & TUBERS,HS2,2013-12
0417,08,595489.0,EDIBLE FRUIT & NUTS; CITRUS FRUIT OR MELON PEEL,HS2,2013-12
0417,09,436493.0,"COFFEE, TEA, MATE & SPICES",HS2,2013-12
0417,12,977642.0,"OIL SEEDS ETC.; MISC GRAIN, SEED, FRUIT, PLANT ETC",HS2,2013-12
0417,11,110002.0,MILLING PRODUCTS; MALT; STARCH; INULIN; WHT GLUTEN,HS2,2013-12
0417,13,2127451.0,"LAC; GUMS, RESINS & OTHER VEGETABLE SAP & EXTRACT",HS2,2013-12
0417,15,158872.0,"ANIMAL OR VEGETABLE FATS, OILS ETC. & WAXES",HS2,2013-12
0417,16,613587.0,"EDIBLE PREPARATIONS OF MEAT, FISH, CRUSTACEANS ETC",HS2,2013-12
0417,18,456849.0,COCOA AND COCOA PREPARATIONS,HS2,2013-12
0417,17,79424.0,SUGARS AND SUGAR CONFECTIONARY,HS2,2013-12
0417,19,34449.0,"PREP CEREAL, FLOUR, STARCH OR MILK; BAKERS WARES",HS2,2013-12
0417,20,30259.0,"PREP VEGETABLES, FRUIT, NUTS OR OTHER PLANT PARTS",HS2,2013-12
0417,21,2066500.0,MISCELLANEOUS EDIBLE PREPARATIONS,HS2,2013-12
0417,23,190959.0,FOOD INDUSTRY RESIDUES & WASTE; PREP ANIMAL FEED,HS2,2013-12
0417,22,226880.0,"BEVERAGES, SPIRITS AND VINEGAR",HS2,2013-12
0417,25,168524.0,SALT; SULFUR; EARTH & STONE; LIME & CEMENT PLASTER,HS2,2013-12
0417,27,917310.0,"MINERAL FUEL, OIL ETC.; BITUMIN SUBST; MINERAL WAX",HS2,2013-12
0417,28,18456635.0,INORG CHEM; PREC & RARE-EARTH MET & RADIOACT,HS2,2013-12
0417,29,1015222161.0,ORGANIC CHEMICALS,HS2,2013-12
0417,50,124081.0,"SILK, INCLUDING YARNS AND WOVEN FABRIC THEREOF",HS2,2013-12
0417,51,9198735.0,"WOOL & ANIMAL HAIR, INCLUDING YARN & WOVEN FABRIC",HS2,2013-12
0417,46,32637.0,"MFR OF STRAW, ESPARTO ETC.; BASKETWARE & WICKERWRK",HS2,2013-12
0417,47,10660.0,WOOD PULP ETC; RECOVD (WASTE & SCRAP) PPR & PPRBD,HS2,2013-12
0417,48,3132607.0,PAPER & PAPERBOARD & ARTICLES (INC PAPR PULP ARTL),HS2,2013-12
0417,52,738754.0,"COTTON, INCLUDING YARN AND WOVEN FABRIC THEREOF",HS2,2013-12
0417,53,168839.0,VEG TEXT FIB NESOI; VEG FIB & PAPER YNS & WOV FAB,HS2,2013-12
0417,54,9244136.0,"MANMADE FILAMENTS, INCLUDING YARNS & WOVEN FABRICS",HS2,2013-12
0417,43,45871.0,FURSKINS AND ARTIFICIAL FUR; MANUFACTURES THEREOF,HS2,2013-12
0417,44,554432.0,WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL,HS2,2013-12
0417,49,40162425.0,"PRINTED BOOKS, NEWSPAPERS ETC; MANUSCRIPTS ETC",HS2,2013-12
0417,39,216294056.0,PLASTICS AND ARTICLES THEREOF,HS2,2013-12
0417,41,602371.0,RAW HIDES AND SKINS (NO FURSKINS) AND LEATHER,HS2,2013-12
0417,33,6156729.0,"ESSENTIAL OILS ETC; PERFUMERY, COSMETIC ETC PREPS",HS2,2013-12
0417,34,423597.0,"SOAP ETC; WAXES, POLISH ETC;",HS2,2013-12
0417,35,18838887.0,ALBUMINOIDAL SUBST; MODIFIED STARCH; GLUE; ENZYMES,HS2,2013-12
0417,42,19002383.0,LEATHER ART; SADDLERY ETC; HANDBAGS ETC; GUT,HS2,2013-12
0417,37,4842977.0,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS,HS2,2013-12
0417,30,558814471.0,PHARMACEUTICAL PRODUCTS,HS2,2013-12
0417,38,62716043.0,MISCELLANEOUS CHEMICAL PRODUCTS,HS2,2013-12
0417,40,10361257.0,RUBBER AND ARTICLES THEREOF,HS2,2013-12
0417,31,7905.0,FERTILIZERS,HS2,2013-12
0417,32,4125080.0,"TANNING & DYE EXT ETC; DYE, PA",HS2,2013-12
0417,63,3528613.0,TEXTILE ART NESOI; NEEDLECRAFT SETS; WORN TEXT ART,HS2,2013-12
0417,65,5442686.0,HEADGEAR AND PARTS THEREOF,HS2,2013-12
0417,68,4028562.0,"ART OF STONE, PLASTER, CEMENT, ASBESTOS, MICA ETC.",HS2,2013-12
0417,64,43249181.0,"FOOTWEAR, GAITERS ETC. AND PARTS THEREOF",HS2,2013-12
0417,69,5759054.0,CERAMIC PRODUCTS,HS2,2013-12
